query_user_id,rank,candidate_user_id,score
user_0168255c,1,user_5d1b0daf,0.855243
user_0168255c,2,user_f43d6008,0.837722
user_0168255c,3,user_4384dffe,0.760597
user_0168255c,4,user_ca6074df,0.758552
user_0168255c,5,user_8f8346ad,0.740905
user_0168255c,6,user_4bf6a4a0,0.734167
user_0168255c,7,user_2f766c23,0.730021
user_0168255c,8,user_6b311f43,0.729501
user_0168255c,9,user_650da71b,0.727406
user_0168255c,10,user_126670d7,0.725762
user_0168255c,11,user_6d2cb415,0.725019
user_0168255c,12,user_c32db875,0.722820
user_0168255c,13,user_18522854,0.720732
user_0168255c,14,user_a8dc91a3,0.719399
user_0168255c,15,user_9ce96cbf,0.715311
user_02016939,1,user_02016939,0.835446
user_02016939,2,user_6ae9ce92,0.831031
user_02016939,3,user_70bbda36,0.809193
user_02016939,4,user_70580e9a,0.809015
user_02016939,5,user_930dc61d,0.808190
user_02016939,6,user_fba6bcd4,0.804644
user_02016939,7,user_fde27362,0.801631
user_02016939,8,user_205d25f3,0.796175
user_02016939,9,user_ba085464,0.791994
user_02016939,10,user_74cfb8ef,0.788026
user_02016939,11,user_5c9b579a,0.785092
user_02016939,12,user_1f09455f,0.781110
user_02016939,13,user_95d648bc,0.779504
user_02016939,14,user_e6dd44b0,0.777533
user_02016939,15,user_ed1aaed8,0.775806
user_0285dee3,1,user_5d35f631,0.773924
user_0285dee3,2,user_d70942c1,0.761995
user_0285dee3,3,user_a75b4d6e,0.751192
user_0285dee3,4,user_a8dc91a3,0.748251
user_0285dee3,5,user_c4b781ce,0.747010
user_0285dee3,6,user_d96972e5,0.739929
user_0285dee3,7,user_5349c6cf,0.734285
user_0285dee3,8,user_756e2f00,0.731128
user_0285dee3,9,user_79f04645,0.730378
user_0285dee3,10,user_f0b144fc,0.728956
user_0285dee3,11,user_e802076d,0.728325
user_0285dee3,12,user_df8dc9bb,0.726719
user_0285dee3,13,user_380ddd3f,0.725864
user_0285dee3,14,user_6bf0e007,0.723039
user_0285dee3,15,user_69a4dd06,0.722023
user_02d03e8a,1,user_906e2423,0.743477
user_02d03e8a,2,user_2e05a7a0,0.731475
user_02d03e8a,3,user_07ec3726,0.697383
user_02d03e8a,4,user_96d9cb9a,0.695698
user_02d03e8a,5,user_6fbf6191,0.692417
user_02d03e8a,6,user_74d27419,0.680698
user_02d03e8a,7,user_ee8d5ec5,0.670815
user_02d03e8a,8,user_b9036662,0.668428
user_02d03e8a,9,user_380ddd3f,0.666323
user_02d03e8a,10,user_f107081e,0.665000
user_02d03e8a,11,user_6d2cb415,0.663038
user_02d03e8a,12,user_c8f82360,0.661442
user_02d03e8a,13,user_b8f24804,0.660925
user_02d03e8a,14,user_9bee2a7c,0.658749
user_02d03e8a,15,user_cf393213,0.651690
user_02d8a1f8,1,user_afff552a,0.834990
user_02d8a1f8,2,user_d1d16d30,0.830877
user_02d8a1f8,3,user_b325310b,0.818743
user_02d8a1f8,4,user_1b7f8c56,0.813314
user_02d8a1f8,5,user_aa2fbe83,0.806289
user_02d8a1f8,6,user_a01f16ac,0.804394
user_02d8a1f8,7,user_1936a7c3,0.803526
user_02d8a1f8,8,user_95d648bc,0.801823
user_02d8a1f8,9,user_d3663143,0.801381
user_02d8a1f8,10,user_940c7213,0.799730
user_02d8a1f8,11,user_7b052f32,0.797477
user_02d8a1f8,12,user_2cb4b018,0.789775
user_02d8a1f8,13,user_5881b259,0.783450
user_02d8a1f8,14,user_f8e2246f,0.781183
user_02d8a1f8,15,user_9c5071dd,0.781076
user_02fecea2,1,user_03410579,0.794242
user_02fecea2,2,user_aabd2642,0.790776
user_02fecea2,3,user_2cb4b018,0.781142
user_02fecea2,4,user_500badda,0.781008
user_02fecea2,5,user_920c074a,0.775065
user_02fecea2,6,user_b0129d9e,0.768034
user_02fecea2,7,user_1b7f8c56,0.764035
user_02fecea2,8,user_f51339f8,0.757861
user_02fecea2,9,user_95d648bc,0.753808
user_02fecea2,10,user_1a7d6cd5,0.752446
user_02fecea2,11,user_fdcaaf41,0.752106
user_02fecea2,12,user_6c2d672f,0.750628
user_02fecea2,13,user_cbabbcee,0.749329
user_02fecea2,14,user_df8dc9bb,0.748057
user_02fecea2,15,user_0c578ab5,0.747857
user_03410579,1,user_f14dc486,0.742221
user_03410579,2,user_0bd8ba7c,0.699439
user_03410579,3,user_d20928cc,0.666106
user_03410579,4,user_515ae840,0.657839
user_03410579,5,user_2c3eb234,0.650500
user_03410579,6,user_8c0c7619,0.634837
user_03410579,7,user_8a3bbeb2,0.633079
user_03410579,8,user_ba4f42bb,0.623573
user_03410579,9,user_ac6e9129,0.611815
user_03410579,10,user_470c0785,0.610375
user_03410579,11,user_795eb408,0.609942
user_03410579,12,user_63b4ae7a,0.608352
user_03410579,13,user_a4aab257,0.599989
user_03410579,14,user_c1a70ab7,0.599600
user_03410579,15,user_4bf6a4a0,0.599584
user_043ea160,1,user_043ea160,0.805676
user_043ea160,2,user_d2c97c8e,0.755683
user_043ea160,3,user_89e04335,0.748854
user_043ea160,4,user_52c9252c,0.740831
user_043ea160,5,user_e88c308b,0.734605
user_043ea160,6,user_9a307ebe,0.731734
user_043ea160,7,user_3971c3e6,0.719472
user_043ea160,8,user_205d25f3,0.716399
user_043ea160,9,user_394c25cc,0.713177
user_043ea160,10,user_98f18241,0.713021
user_043ea160,11,user_96013176,0.712390
user_043ea160,12,user_dca78fea,0.709691
user_043ea160,13,user_2e81a539,0.705735
user_043ea160,14,user_e5a6abbe,0.703208
user_043ea160,15,user_aabd2642,0.697774
user_04d29f9c,1,user_1a2755b3,0.771574
user_04d29f9c,2,user_04d29f9c,0.768333
user_04d29f9c,3,user_a7bfc229,0.766057
user_04d29f9c,4,user_cbabbcee,0.762928
user_04d29f9c,5,user_2c69b83e,0.762811
user_04d29f9c,6,user_13fb2e34,0.761088
user_04d29f9c,7,user_cdd86523,0.758408
user_04d29f9c,8,user_147d1bbb,0.757659
user_04d29f9c,9,user_02fecea2,0.740562
user_04d29f9c,10,user_cf393213,0.740255
user_04d29f9c,11,user_40a0bad3,0.733086
user_04d29f9c,12,user_7b5f54c0,0.730157
user_04d29f9c,13,user_09dea596,0.729486
user_04d29f9c,14,user_dbc4828c,0.728115
user_04d29f9c,15,user_03410579,0.725377
user_04d8419e,1,user_52f895f1,0.683575
user_04d8419e,2,user_397cfe20,0.636470
user_04d8419e,3,user_b1c16312,0.606889
user_04d8419e,4,user_19622b77,0.603404
user_04d8419e,5,user_94f4a027,0.591015
user_04d8419e,6,user_fa69a385,0.590980
user_04d8419e,7,user_c1a70ab7,0.588059
user_04d8419e,8,user_a2503734,0.566028
user_04d8419e,9,user_3666402b,0.560766
user_04d8419e,10,user_da245b56,0.555269
user_04d8419e,11,user_0bd8ba7c,0.551834
user_04d8419e,12,user_9a5457b0,0.550480
user_04d8419e,13,user_9b6481e4,0.548752
user_04d8419e,14,user_bbb0205e,0.547052
user_04d8419e,15,user_815b7baf,0.540601
user_0521a7ac,1,user_89e04335,0.698619
user_0521a7ac,2,user_fe67197f,0.678646
user_0521a7ac,3,user_6fc85c06,0.677053
user_0521a7ac,4,user_a743aff9,0.676610
user_0521a7ac,5,user_394c25cc,0.675955
user_0521a7ac,6,user_c67f26cc,0.674420
user_0521a7ac,7,user_7fd91653,0.673844
user_0521a7ac,8,user_d849ac6e,0.673600
user_0521a7ac,9,user_906e2423,0.664980
user_0521a7ac,10,user_96d9cb9a,0.662952
user_0521a7ac,11,user_d8335067,0.662934
user_0521a7ac,12,user_5c82df31,0.662769
user_0521a7ac,13,user_ff591131,0.662723
user_0521a7ac,14,user_69df6330,0.662117
user_0521a7ac,15,user_8f39f021,0.657741
user_058c1800,1,user_1e08d102,0.847614
user_058c1800,2,user_68d19df8,0.832287
user_058c1800,3,user_5881b259,0.829230
user_058c1800,4,user_dc326993,0.824639
user_058c1800,5,user_c39d41d7,0.815931
user_058c1800,6,user_723406a0,0.806966
user_058c1800,7,user_dbc4828c,0.794019
